researcher,title,authors,value of cited by,year
Lamia Berrah,Integration of ethical issues in the 4.0 transition of internal logistics operations,"CT Salamanca, L Berrah, P David, D Trentesaux",3.0,2022.0
Lamia Berrah,Mise en place du MES: Le témoignage d’un fournisseur aéronautique,"V Clivillé, L Berrah, L Foulloy, C Chapel",3.0,2019.0
Lamia Berrah,Towards a solar cadastre for the monitoring of solar energy urban deployment: The case of Geneva,"M Thebault, LA Berrah, G Desthieux, C Ménézo",3.0,2019.0
Lamia Berrah,Objectifs et performances industriels: concepts et traitement flou,"L Berrah, V Clivillé, L Foulloy",3.0,2018.0
Lamia Berrah,How to handle the Decision-Maker's awareness of industrial context in his objectives declaration?,"J Montmain, L Berrah, V Clivillé, L Foulloy, G Mauris",3.0,2015.0
Lamia Berrah,Fuzzy symbolic handling of industrial instantaneous and trend performance expressions,"V Clivillé, L Berrah, L Foulloy",3.0,2014.0
Lamia Berrah,Towards an industrial performance quantification model according to the balanced scorecard,"L Berrah, V Clivillé",3.0,2011.0
Lamia Berrah,Possibility/necessity semantics for the evaluation of the manufacturing processes performance,"L Berrah, G Mauris, L Foulloy, A Haurat",3.0,1998.0
Lamia Berrah,Global vision and improvement approach for company performance,"L Berrah, A Haurat",3.0,1998.0
Lamia Berrah,A fuzzy approach for the validation of performance assessment in ski quality control,"L Berrah, G Mauris, A Haurat, L Foulloy",3.0,1996.0
Lamia Berrah,Modeling and analysis of rooftop solar potential in highland and lowland territories: Impact of mountainous topography,"A Ferry, M Thebault, B Nérot, L Berrah, C Ménézo",2.0,2024.0
Lamia Berrah,A Maturity Model For Assessing Industrial Performance Management. Case Study: a Painting Industry,"AO Chahidi, L Abdelattif, JF Jimenez, L Berrah",2.0,2022.0
Lamia Berrah,"Industrial Performance: An Evolution Incorporating Ethics in the Context of Industry 4.0. Sustainability 2021, 13, 9209","L Berrah, V Cliville, D Trentesaux, C Chapel",2.0,2021.0
Lamia Berrah,Using MACBETH for the performance expression of a mixed‐use ecopark,"M Le Tellier, L Berrah, V Clivillé, JF Audy, B Stutz, S Barnabé",2.0,2021.0
Lamia Berrah,Some elements regarding the relevance of using a fuzzy performance measurement framework for industrial visual management.,"L Berrah, L Foulloy, V Clivillé",2.0,2017.0
Lamia Berrah,Application d’un modèle flou de performance temporelle à l’amélioration du TRS,"L Foulloy, V Clivillé, L Berrah",2.0,2017.0
Lamia Berrah,Decision–making in a coordinated control structure,"L Berrah, V Cliville",2.0,2015.0
Lamia Berrah,Définition d’une expression temporelle de la performance industrielle,"L Berrah, L Foulloy, H Hamadmad",2.0,2015.0
Lamia Berrah,A fuzzy handling of trend objective declaration and trend performance expression,"L Foulloy, L Berrah",2.0,2015.0
Lamia Berrah,Towards a unified methodological framework for both industrial objectives break-down and performance expression,"L Berrah, L Foulloy, V Clivillé",2.0,2013.0
Lamia Berrah,Techniques d'optimisation et modèle d'agrégation pour l'outillage d'une démarche d'amélioration industrielle,"S Sahraoui, L Berrah, J Montmain",2.0,2007.0
Lamia Berrah,A systemic view of performance indicators,"V Clivillé, L Berrah, G Mauris, A Haurat",2.0,2003.0
Lamia Berrah,Fuzzy handling of industrial objectives in performance indicators,"L Berrah, G Mauris, L Foulloy, A Haurat",2.0,1998.0
Lamia Berrah,Fuzzy performance indicators for ski quality control,"L Berrah, G Mauris, A Haurat, L Foulloy",2.0,1996.0
Lamia Berrah,Ethics in Performance Management of Future Industrial Systems: Weak and Strong Views,"L Berrah, D Trentesaux, JF Jimenez",1.0,2023.0
Lamia Berrah,Identifying the scope of the implications of a Digital Transformation A formal approach to define the business dimensions involved,"ML Zapata, L Berrah, L Tabourot",1.0,2022.0
Lamia Berrah,L'intégration de la dimension digitale dans l'évaluation de la performance globale des entreprises publiques: Étude de cas d'une entreprise publique marocaine,"K Benkirane, K Benazzi, L Berrah",1.0,2021.0
Lamia Berrah,Analyzing the Impact Level of SMEs Features Over Digital Transformation: A Case Study,"ML Zapata, L Berrah, L Tabourot",1.0,2021.0
Lamia Berrah,Analyzing the Impact Level of SMEs Features Over Digital Transformation: A Case Study,"M Liborio Zapata, L Berrah, L Tabourot",1.0,2021.0
Lamia Berrah,Design and development of a sustainable regional industrial park: A case study,"M Le Tellier, JF Audy, S Barnabé, L Berrah, B Stutz",1.0,2019.0
Lamia Berrah,Definition of the ecopark's multi-criteria decision-making problems and their challenges,"M Le Tellier, L Berrah, V Cliville, B Stutz, JF Audy, S Barnabé",1.0,2019.0
Lamia Berrah,Would the objective be no more than a “desire” and the performance expression no more than a “feeling”? Some industrial fuzzy illustrations,"L Berrah, L Foulloy, V Clivillé",1.0,2018.0
Lamia Berrah,Decision-making aiding for the improvement of an overall performance issued from a Choquet integral-based aggregation,"V Clivillé, L Berrah, J Montmain, G Mauris",1.0,2012.0
Lamia Berrah,Management decision-aiding with a fuzzy integral based Performance Measurement System,"L Berrah, J Montmain, V Clivillé, G Mauris",1.0,2011.0
Lamia Berrah,Using ELECTRE and MACBETH MCDA methods in an industrial performance improvement context,"V Clivillé, L Berrah, G Mauris",1.0,2010.0
Lamia Berrah,Évaluation de la performance industrielle pour le Tableau de Bord Prospectif par la méthode Electre,"L Berrah, V Clivillé",1.0,2010.0
Lamia Berrah,Industrial performance improvement: efficacy and efficiency measurement issued from a Choquet integral aggregation,"L Berrah, G Mauris, J Montmain",1.0,2005.0
Lamia Berrah,Modélisation de la performance: une approche par logique floue des indicateurs de performance,"L Berrah, G Mauris, A Haurat, L Foulloy",1.0,1995.0
Lamia Berrah,Encouraging the Ethical Use of Artificial Intelligence: Risks and Recommendations across four Business Sectors,"L Berrah, M Benfares, MI Bontemps",,2024.0
Lamia Berrah,Ethical issues in the use of Generative Artificial Intelligence in performance management: Industrial case studies,"L Berrah, D Trentesaux, F Guerre-Chaley",,2024.0
Lamia Berrah,Enjeux éthiques dans l'industrie 4.0,"L Berrah, D Trentesaux, F Guerre-Chaley",,2024.0
Lamia Berrah,Towards “transformative” resilience for the sustainability of Industry 4.0,"E Caillaud, V Goepp, L Berrah",,2024.0
Lamia Berrah,Integration of Reinforcement Learning Agent to Reduce Coordinator Limitations in Cyber-Physical Production Systems,"A Ouazzani-Chahidi, JF Jimenez, L Berrah, A Loukili",,2023.0
Lamia Berrah,Decision and Decision-maker in an Industrial Environment,"L Berrah, V Clivillé",,2023.0
Lamia Berrah,A new framework to evaluate the adequation between the solar potential and energy demand of an urban-rural territory in a mountainous area,"A Ferry, M Thebault, L Berrah, A Gómez, N Fueyo, C Menezo",,2022.0
Lamia Berrah,Towards an Inclusion of a PMS-Based Mechanism for Cyber-Physical Production Systems,"A Ouazzani-Chahidi, JF Jimenez, L Berrah, A Loukili",,2022.0
Lamia Berrah,Décision et décideur en milieu industriel,"L Berrah, V Clivillé",,2022.0
Lamia Berrah,Identifying the scope of the implications of a Digital Transformation: A formal approach to define the business dimensions involved,"M Liborio Zapata, L Berrah, L Tabourot",,2022.0
Lamia Berrah,Resilience in Industry 4.0: Definition and Evaluation,"V Goepp, L Berrah, E Drira",,2022.0
Lamia Berrah,Analyzing the Impact Level of SMEs Features Over Digital Transformation: A Case Study [Analyse du niveau d'impact des caractéristiques des PME sur la transformation numérique …,"ML Zapata, L Berrah, L Tabourot",,2021.0
Lamia Berrah,Ethique et Industrie 4.0: définition et témoignage industriel,M Chakib,,2021.0
Lamia Berrah,Performance industrielle: une évolution intégrant l’éthique dans le contexte de l’Industrie 4.0,"L Berrah, V Cliville, D Trentesaux, C Chapel",,2021.0
Lamia Berrah,Efficient Maintenance Planning: The MATISA Company Case Study,"JR Compérat, V Cliville, L Berrah",,2021.0
Lamia Berrah,Performance et Ethique: Deux concepts qui se rejoignent?,"L Berrah, V Clivillé, D Trentesaux",,2020.0
Lamia Berrah,IMPACT D'UNE EXPRESSION DE PERFORMANCE ELEMENTAIRE SUR L'EXPRESSION DE PERFORMANCE AGREGEE: UNE APPROCHE PAR L'INTEGRALE DE CHOQUET,"L Berrah, V Cliville, H Verjus, R Gandia",,2020.0
Lamia Berrah,Multi-criteria aiding for the integration of photovoltaic system in the urban environment: the case of the greater Geneva agglomeration,"M Thebault, V Civillé, L Berrah, L Gaillard, G Desthieux, C Ménézo",,2020.0
Lamia Berrah,Business Process Management for MES Deployment: Some Lessons from a Bearings Manufacturer Experience,"H Verjus, V Clivillé, L Berrah, R Gandia, C Chapel",,2020.0
Lamia Berrah,Is a digital transformation framework enough for manufacturing smart products? The case of Small and Medium Enterprises,"M Liborio Zapata, L Berrah, L Tabourot",,2019.0
Lamia Berrah,Vers un modèle d’expression de la performance pour le pilotage d’un écoparc d’activités,"M Le Tellier, L Berrah, JF Audy, B Stutz, S Barnabé",,2019.0
Lamia Berrah,BIPV suitability analysis in the Genève agglomeration using GIS-based multi-criteria evaluation,"M Thebault, L Berrah, L Gaillard, V Clivillé, G Desthieux, C Ménézo",,2019.0
Lamia Berrah,A Recommender System in a Touristic Context,"V Cliville, H Verjus, L Berrah, F Pourraz, O Hotel",,2019.0
Lamia Berrah,A Review of Actions Towards Circular Economy for Business Park’s Governance.,"M Le Tellier, L Berrah, B Stutz, JF Audy, S Barnabé",,2018.0
Lamia Berrah,Représentation visuelle d’informations par des émoticônes colorées,"L Foulloy, L Berrah, V Clivillé",,2018.0
Lamia Berrah,Energy Efficiency Renovations in Residential Buildings: What Are the Key Variables in the Decision-Making? Evidence From France,"A Risch, L Berrah, C Buhé, M Woloszyn, V Clivillé",,2016.0
Lamia Berrah,Aspect multicritère de la performance énergétique des bâtiments,"A Risch, L Berrah, V Clivillé",,2016.0
Lamia Berrah,Industrial Performance Evaluation and Decision-Aiding-2,"V Clivillé, L Berrah",,2015.0
Lamia Berrah,Attitude du décideur et déclaration des objectifs dans une démarche d’amélioration industrielle,"L Berrah, J Montmain, G Mauris, L Foulloy, V Cliville",,2015.0
Lamia Berrah,Prise en compte de la sincérité et de la pertinence d’un décideur dans la déclaration d’objectifs industriels: une modélisation par la théorie des possibilités,"L Berrah, J Montmain, V Clivillé, L Foulloy, G Mauris",,2015.0
Lamia Berrah,A decision-aiding approach for residential PhotoVoltaic System choice: an application to the French context,"H Freddy, L Berrah, V Clivillé",,2012.0
Lamia Berrah,AIDE A LA DECISION DANS UNE STRUCTURE DE PILOTAGE COORDONNEE,"L Berrah, V Clivillé",,2012.0
Lamia Berrah,Decision aiding in manufacturing improvement approaches,"L Berrah, V Cliville, G Mauris",,2011.0
Lamia Berrah,A performance aggregation model for choosing a set of actions in a PETRA industrial improvement approach,"V Clivillé, L Berrah, J Montmain, G Mauris",,2011.0
Lamia Berrah,ELECTRE and MACBETH practice for an industrial improvement approach,"V Clivillé, L Berrah, G Mauris",,2011.0
Lamia Berrah,"IS IT RELEVANT TO EVALUATE"" SUSTAINABILITY"" By USING AGGREGATION OPERATORS LIKE CHOQUET INTEGRALS?","L Berrah, V Clivillé",,2010.0
Lamia Berrah,Conception et révision d'un système d'indicateurs de performance dans le cadre d'un Plan stratégique,"V Clivillé, L Berrah",,2009.0
Lamia Berrah,Problématique de la révision du système d'indicateurs de performance dans le cadre de la norme ISO 9000,"V Clivillé, L Berrah",,2009.0
Lamia Berrah,Performance industrielle agrégée et amélioration optimale Une approche d'agrégation par l'intégrale de Choquet,"S Sahraoui, J Montmain, L Berrah",,2007.0
Lamia Berrah,Amélioration optimale d'une performance industrielle basée sur un modèle d'agrégation par l'intégrale de Choquet 2-additive,"S Sahraoui, L Berrah, J Montmain",,2007.0
Lamia Berrah,"Identification, évaluation et représentation des meilleures pratiques industrielles (Best Practices)","L Berrah, V Cliville, JL Maire, M Pillet, S Caroly, C Cholez",,2005.0
Lamia Berrah,Industrial performance expression: survey and new directions,"L Berrah, G Mauris, L Foulloy",,2001.0
Lamia Berrah,Quelles expressions de la performance pour le pilotage des processus industriels?,"L BERRAH, A HAURAT",,1999.0
Lamia Berrah,Un modèle d’indicateur flou pour l’évaluation de la performance industrielle,"L Berrah, G Mauris, L Foulloy, A Haurat",,1998.0
Lamia Berrah,A fuzzy approach for the performance evaluation of manufacturing processes,"L Berrah, G Mauris, L Foulloy, A Haurat",,1997.0
Lamia Berrah,Other titles from,"JP BRIFFAUT, L BERRAH, V CLIVILLÉ, L FOULLOY, J GONZALEZ-FELIU, ...",,
Lamia Berrah,Scientific African,"A Ouazzani-Chahidi, L Abdellatif, JF Jimenez, L Berrah",,
Lamia Berrah,Modèle d’évaluation de la performance et d’aide à la décision pour le développe-ment des écoparcs d’activité,"B Grabot, M Rochefort, P Mangin, S Lamouri, B Stutz, L Berrah, JF Audy, ...",,
Lamia Berrah,AMELIORATION DES PROCESSUS DE GESTION DES MODIFICATIONS DE PRODUITS,"O Hasnaoui, LA BERRAH, M TOLLENAERE, V CLIVILLE",,
Lamia Berrah,18th ICPR paper: INDUSTRIAL PERFORMANCE MEASUREMENT: AN APPROACH BASED ON THE AGGREGATION OF UNIPOLAR OR BIPOLAR EXPRESSIONS,"L Berrah, G Mauris, F Vernadat",,
Lamia Berrah,Quantitative expression and aggregation of performance measurements based on the MACBETH multi-criteria...,"V Clivillé, L Berrah, G Mauris",,
Mickael Bettinelli,A decision support framework for the remanufacturing of highly variable products using a collective intelligence approach,"M Bettinelli, M Occello, D Genthial, D Brissaud",10.0,2020.0
Mickael Bettinelli,Coalition formation problem: a group dynamics inspired swarming method,"M Bettinelli, M Occello, D Genthial",5.0,2020.0
Mickael Bettinelli,Cohesion as a Tool for Maintaining the Functional Integrity of a Multi-agent System.,"M Bettinelli, D Genthial, M Occello",2.0,2020.0
Mickael Bettinelli,Une approche d'intelligence collective pour la conception d'un system d'aide à la décision appliqué à l'économie circulaire,M Bettinelli,1.0,2021.0
Mickael Bettinelli,ABSG: un modèle d’agent socialement inspiré pour la formation de coalitions,"M Bettinelli, M Occello, D Genthial",1.0,2021.0
Mickael Bettinelli,Production of the future to support circular economy-development of a dedicated platform by means of a multidisciplinary approach,"A Basia, A Kurt, F Dubois, M Bettinelli, P Zheng, V Jourdain",1.0,2019.0
Mickael Bettinelli,Discovering Communities With Clustered Federated Learning,"M Bettinelli, A Benoit, K Grandjean",,2024.0
Mickael Bettinelli,A Path Towards Fair and Equitable AI Advancing Bias Mitigation in Federated Learning,"F Lynda, A Benoit, F Loukil, M Bettinelli, C Lin-Kwong-Chon",,2023.0
Mickael Bettinelli,Bias mitigation for collaborative and ethical learning on dynamic data,"L Ferraguig, A Benoit, F Loukil, M Bettinelli",,2023.0
Mickael Bettinelli,ABSG: une architecture d’agents d’inspiration sociale pour le problème de formation de coalitions,"M Bettinelli, M Occello, D Genthial",,2023.0
Mickael Bettinelli,ABSG: a Socially Inspired Coalition Formation Agent Model,"M Bettinelli, M Occello, D Genthial",,2021.0
Mickael Bettinelli,La cohésion comme outil pour le maintien de l'intégrité fonctionnelle d'un système multi-agents,"M Bettinelli, D Genthial, M Occello",,2019.0
Argheesh Bhanot,Spatially constrained online dictionary learning for source separation,"A Bhanot, C Meillier, F Heitz, L Harsan",6.0,2021.0
Argheesh Bhanot,Modélisation parcimonieuse de la dynamique spatio-temporelle de la connectivité fonctionnelle en IRMf cérébrale,"A Adam, C Meillier, S Achard, G Becq, A Bhanot, A Leborgne",3.0,2022.0
Argheesh Bhanot,Effet du filtrage sur l'évaluation de la connectivité fonctionnelle dynamique et application sur des données d'IRMs fonctionnelles de rats,"GJPC Becq, A Bhanot, C Meillier, S Achard, EL Barbier",1.0,2022.0
